config,provider,model,case_id,utterance,expected_mode,expected_target,expected_speed_kmh,predicted_mode,predicted_target,predicted_speed_kmh,exact_match,errors,attempts,latency_s,reply
openai,openai,gpt-5.6-luna,cruise_low_visibility,Aktiviraj tempomat.,request,tempomat_dozvoljen,,request,tempomat_dozvoljen,,True,,1,1.101,"{""mode"":""request"",""target"":""tempomat_dozvoljen""}"
openai,openai,gpt-5.6-luna,cruise_permission_question,Da li smijem uključiti tempomat?,claim,tempomat_dozvoljen,,claim,tempomat_dozvoljen,,True,,1,1.227,"{""mode"":""claim"",""target"":""tempomat_dozvoljen""}"
openai,openai,gpt-5.6-luna,cruise_speed_under_limit,Postavi brzinu na 100 km/h.,request,tempomat_dozvoljen,100,request,tempomat_dozvoljen,100.0,True,,1,1.11,"{""mode"":""request"",""target"":""tempomat_dozvoljen"",""speed_kmh"":100}"
openai,openai,gpt-5.6-luna,cruise_speed_collision_risk,Namjesti tempomat na 100.,request,tempomat_dozvoljen,100,request,tempomat_dozvoljen,100.0,True,,1,1.004,"{""mode"":""request"",""target"":""tempomat_dozvoljen"",""speed_kmh"":100}"
openai,openai,gpt-5.6-luna,cruise_speed_over_limit,Postavi tempomat na 140 km/h.,request,tempomat_dozvoljen,140,request,tempomat_dozvoljen,140.0,True,,1,1.306,"{""mode"":""request"",""target"":""tempomat_dozvoljen"",""speed_kmh"":140}"
local,local,Qwen/Qwen3.5-9B,collision_risk_close_fast,Postoji li rizik sudara?,claim,rizik_sudara,,claim,rizik_sudara,,True,,1,0.581,"{""mode"": ""claim"", ""target"": ""rizik_sudara""}"
local,local,Qwen/Qwen3.5-9B,collision_risk_safe_distance,Ima li opasnosti od sudara?,claim,rizik_sudara,,claim,rizik_sudara,,True,,1,0.581,"{""mode"": ""claim"", ""target"": ""rizik_sudara""}"
local,local,Qwen/Qwen3.5-9B,slow_down_low_visibility,Da li treba da usporim?,claim,usporavanje_potrebno,,claim,usporavanje_potrebno,,True,,1,0.668,"{""mode"": ""claim"", ""target"": ""usporavanje_potrebno""}"
local,local,Qwen/Qwen3.5-9B,slow_down_clear_road,Moram li smanjiti brzinu?,claim,usporavanje_potrebno,,claim,usporavanje_potrebno,,True,,1,0.626,"{""mode"": ""claim"", ""target"": ""usporavanje_potrebno""}"
local,local,Qwen/Qwen3.5-9B,brake_collision_risk,Trebam li kočiti?,claim,usporavanje_potrebno,,claim,usporavanje_potrebno,,True,,1,0.649,"{""mode"": ""claim"", ""target"": ""usporavanje_potrebno""}"
local,local,Qwen/Qwen3.5-9B,emergency_braking_very_close,Trebam li naglo zakočiti?,claim,hitno_kocenje,,claim,hitno_kocenje,,True,,1,0.606,"{""mode"": ""claim"", ""target"": ""hitno_kocenje""}"
local,local,Qwen/Qwen3.5-9B,emergency_braking_not_critical,Da li je potrebno hitno kočenje?,claim,hitno_kocenje,,claim,hitno_kocenje,,True,,1,0.603,"{""mode"": ""claim"", ""target"": ""hitno_kocenje""}"
local,local,Qwen/Qwen3.5-9B,critical_risk_low_visibility,Da li je situacija kritična?,claim,nivo_kritican,,claim,nivo_kritican,,True,,1,0.601,"{""mode"": ""claim"", ""target"": ""nivo_kritican""}"
local,local,Qwen/Qwen3.5-9B,critical_risk_good_visibility,Je li nivo opasnosti kritičan?,claim,nivo_kritican,,claim,nivo_kritican,,True,,1,0.599,"{""mode"": ""claim"", ""target"": ""nivo_kritican""}"
local,local,Qwen/Qwen3.5-9B,cruise_on_clear_road,Uključi tempomat.,request,tempomat_dozvoljen,,request,tempomat_dozvoljen,,True,,1,0.786,"{""mode"": ""request"", ""target"": ""tempomat_dozvoljen""}"
local,local,Qwen/Qwen3.5-9B,cruise_low_visibility,Aktiviraj tempomat.,request,tempomat_dozvoljen,,request,tempomat_dozvoljen,,True,,1,0.648,"{""mode"": ""request"", ""target"": ""tempomat_dozvoljen""}"
local,local,Qwen/Qwen3.5-9B,cruise_permission_question,Da li smijem uključiti tempomat?,claim,tempomat_dozvoljen,,claim,tempomat_dozvoljen,,True,,1,0.788,"{""mode"": ""claim"", ""target"": ""tempomat_dozvoljen""}"
local,local,Qwen/Qwen3.5-9B,cruise_speed_under_limit,Postavi brzinu na 100 km/h.,request,tempomat_dozvoljen,100,request,tempomat_dozvoljen,100.0,True,,1,0.87,"{""mode"": ""request"", ""target"": ""tempomat_dozvoljen"", ""speed_kmh"": 100}"
local,local,Qwen/Qwen3.5-9B,cruise_speed_collision_risk,Namjesti tempomat na 100.,request,tempomat_dozvoljen,100,request,tempomat_dozvoljen,100.0,True,,1,0.907,"{""mode"": ""request"", ""target"": ""tempomat_dozvoljen"", ""speed_kmh"": 100}"
local,local,Qwen/Qwen3.5-9B,cruise_speed_over_limit,Postavi tempomat na 140 km/h.,request,tempomat_dozvoljen,140,request,tempomat_dozvoljen,140.0,True,,1,0.928,"{""mode"": ""request"", ""target"": ""tempomat_dozvoljen"", ""speed_kmh"": 140}"
